Date,THREATS_GPR_AI,ACTS_GPR_AI,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL,GPR_OIL_MiddleEast,GPR_OIL_Russia,GPR_OIL_USA,GPR_OIL_Venezuela,GPR_OIL_Africa,GPR_OIL_Americas,GPR_OIL_Asia,GPR_OIL_NorthSea
2021-07-17,70.74,117.68,101.33,195.2,0.0,107.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,36.16,69.52,44.63,39.91,0.0,47.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,52.34,132.7,103.27,61.9,0.0,110.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,114.12,89.43,110.05,48.45,0.0,117.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,90.03,59.18,89.79,15.06,156.76,85.41,78.38,0.0,78.38,0.0,0.0,0.0,78.38,0.0
2021-07-22,51.61,58.91,59.06,104.93,0.0,62.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,65.84,93.46,85.12,58.13,0.0,90.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,58.84,109.19,87.46,38.2,0.0,93.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,42.17,51.02,51.81,31.73,55.06,51.6,0.0,0.0,0.0,0.0,0.0,0.0,55.06,0.0
2021-07-26,47.72,68.76,56.09,81.04,105.46,52.86,0.0,0.0,0.0,0.0,0.0,0.0,105.46,0.0
2021-07-27,87.74,72.55,86.49,78.1,0.0,92.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,40.99,71.84,60.22,37.7,0.0,64.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,69.68,60.77,72.45,29.58,0.0,77.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,38.2,72.62,62.53,60.23,0.0,66.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31,42.26,107.62,82.78,58.3,202.33,74.96,202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,32.74,55.59,48.1,50.19,52.25,47.83,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,40.65,96.18,74.05,89.74,116.78,71.26,116.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,55.06,82.86,61.31,31.99,0.0,65.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,51.08,95.93,71.47,67.12,0.0,76.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,65.84,88.27,78.93,101.74,75.65,79.14,75.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,75.71,58.65,74.68,89.54,0.0,79.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,78.52,110.58,98.87,41.27,0.0,105.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,20.46,76.66,54.11,11.29,0.0,57.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,43.26,131.84,90.14,21.71,0.0,96.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,56.14,116.51,92.02,65.22,0.0,98.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,104.33,85.71,97.07,63.98,0.0,103.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,66.98,120.58,90.7,80.35,0.0,96.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,90.54,126.2,93.57,103.38,0.0,99.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,81.04,151.39,122.82,0.0,0.0,130.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,91.9,142.08,111.69,46.11,0.0,118.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,77.32,385.39,239.82,71.12,123.41,247.43,123.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,110.99,325.14,232.94,87.51,91.1,242.22,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,118.45,238.85,172.43,59.43,77.33,178.65,77.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-19,103.54,250.08,162.76,42.86,74.36,168.54,0.0,74.36,0.0,74.36,0.0,0.0,0.0,0.0
2021-08-20,111.57,154.0,134.88,87.97,0.0,143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21,119.43,218.67,198.02,164.78,0.0,210.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,136.28,213.26,169.07,47.75,0.0,180.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,180.42,199.05,159.04,71.12,0.0,169.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,145.99,177.61,151.5,68.57,0.0,161.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,166.99,223.23,177.97,78.1,0.0,189.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-26,137.54,156.46,144.55,116.78,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-27,113.36,233.11,175.11,143.0,124.07,178.45,124.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28,98.1,277.54,182.98,117.7,0.0,194.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,112.24,192.09,146.86,81.82,0.0,156.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,186.72,260.41,190.01,75.4,130.83,193.88,130.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,113.36,249.07,177.02,178.76,0.0,188.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,129.98,199.9,142.07,43.04,0.0,151.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-02,104.15,126.99,117.57,90.75,78.73,120.11,78.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,77.58,82.36,84.16,82.33,0.0,89.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04,114.8,124.89,118.65,87.39,0.0,126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05,62.07,105.7,84.01,51.91,0.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,56.34,175.9,113.13,51.83,134.88,111.71,0.0,0.0,0.0,0.0,134.88,0.0,0.0,0.0
2021-09-07,48.07,145.33,103.58,70.75,0.0,110.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,74.0,99.97,93.41,105.88,0.0,99.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,34.45,90.56,74.22,31.68,0.0,79.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,85.76,89.83,86.62,73.95,0.0,92.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,117.58,136.99,121.44,176.97,0.0,129.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12,57.42,63.91,52.25,81.78,0.0,55.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,141.59,65.92,108.63,130.24,0.0,115.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,67.63,81.16,79.48,48.68,0.0,84.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,82.35,70.71,81.18,58.64,76.32,81.5,76.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,139.77,106.22,116.36,112.5,0.0,123.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,119.43,128.96,138.7,156.94,81.69,142.43,81.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,136.28,130.62,151.27,125.35,0.0,161.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,62.17,59.54,69.94,49.01,0.0,74.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,106.4,92.8,117.84,45.17,0.0,125.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-21,117.04,57.69,92.85,64.59,0.0,98.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-22,91.77,98.23,100.16,86.82,75.33,101.78,0.0,0.0,0.0,0.0,75.33,0.0,0.0,0.0
2021-09-23,137.29,92.89,118.65,222.85,154.67,116.29,0.0,154.67,77.33,0.0,0.0,0.0,0.0,0.0
2021-09-24,114.23,89.05,103.04,73.31,0.0,109.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-25,105.18,85.82,100.17,120.1,0.0,106.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-26,40.0,73.23,64.92,42.05,0.0,69.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,79.37,57.65,71.19,23.05,0.0,75.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-28,78.46,80.44,75.61,17.32,0.0,80.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29,77.04,55.0,62.45,14.66,0.0,66.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,64.69,43.48,58.75,97.36,0.0,62.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,100.5,29.46,70.23,74.95,0.0,74.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02,77.56,61.9,69.45,61.15,106.1,67.06,106.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,32.69,53.08,44.07,53.06,55.24,43.34,55.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,44.87,62.66,63.72,61.9,0.0,67.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05,34.61,56.87,52.54,79.59,0.0,55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06,82.7,43.17,70.04,67.12,139.76,65.49,69.88,139.76,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,85.71,76.05,80.59,78.84,82.08,80.49,0.0,82.08,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-08,120.56,56.6,84.35,110.9,82.47,84.47,0.0,82.47,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-09,97.21,55.29,83.49,82.54,0.0,88.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-10,90.46,46.53,61.25,32.56,0.0,65.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,71.26,78.06,81.42,65.54,0.0,86.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,76.48,60.32,75.5,16.88,0.0,80.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,98.72,55.24,87.81,58.9,306.61,73.5,153.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-14,88.83,26.54,68.02,74.28,0.0,72.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-15,74.28,78.87,90.66,31.54,0.0,96.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-16,55.79,125.71,91.33,43.98,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-17,41.3,95.0,71.65,32.56,112.99,68.95,56.49,56.49,112.99,112.99,0.0,0.0,0.0,0.0
2021-10-18,30.67,102.04,78.85,42.31,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,51.19,114.94,96.92,62.77,0.0,103.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,95.36,91.48,101.48,113.8,0.0,108.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,93.58,71.76,96.24,143.46,149.36,92.77,74.68,0.0,0.0,74.68,0.0,0.0,74.68,0.0
2021-10-22,98.14,88.46,110.41,46.43,0.0,117.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,95.01,66.35,97.71,87.39,0.0,104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,66.48,52.8,60.77,61.15,0.0,64.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,55.45,96.72,90.24,94.16,0.0,96.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,89.73,72.67,86.63,53.06,0.0,92.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,89.23,82.64,81.04,59.69,0.0,86.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,87.28,46.94,76.16,43.79,0.0,81.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,66.12,57.37,63.73,43.79,0.0,67.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,56.43,85.31,84.01,124.57,108.08,82.44,0.0,108.08,0.0,108.08,0.0,108.08,0.0,0.0
2021-10-31,78.88,46.48,67.67,70.06,0.0,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,96.61,76.93,89.53,61.52,106.75,88.41,106.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,56.27,48.95,52.52,91.33,0.0,55.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,77.59,88.83,76.48,110.5,71.9,76.78,0.0,0.0,0.0,0.0,71.9,0.0,0.0,0.0
2021-11-04,62.93,67.21,64.72,86.82,150.65,59.1,150.65,0.0,75.33,0.0,0.0,0.0,75.33,0.0
2021-11-05,60.85,21.81,48.76,30.53,0.0,51.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,32.09,67.23,51.86,22.14,0.0,55.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-07,35.21,53.81,45.53,29.15,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,33.42,90.6,66.28,69.16,0.0,70.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-09,35.28,46.38,48.38,64.91,0.0,51.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-10,57.29,53.8,65.74,60.23,78.38,64.91,78.38,0.0,0.0,78.38,0.0,0.0,78.38,0.0
2021-11-11,110.68,66.69,86.73,84.84,88.33,86.62,0.0,0.0,0.0,0.0,88.33,0.0,0.0,0.0
2021-11-12,91.0,92.51,93.58,78.47,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-13,112.16,110.58,114.25,123.8,107.41,114.7,107.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-14,40.25,85.04,74.34,52.89,165.19,68.4,110.13,0.0,0.0,0.0,55.06,0.0,0.0,0.0
2021-11-15,77.76,121.04,110.63,45.17,0.0,117.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-16,117.14,129.57,124.24,110.37,0.0,132.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-17,93.8,105.69,111.82,44.37,76.99,114.1,76.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-18,80.57,117.78,101.23,61.33,159.63,97.41,79.82,0.0,79.82,0.0,79.82,0.0,0.0,0.0
2021-11-19,128.3,100.01,117.48,98.8,0.0,125.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-20,150.43,39.03,95.38,65.54,0.0,101.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-21,65.17,37.79,55.19,21.16,0.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,110.13,197.75,164.1,86.82,112.99,167.44,0.0,0.0,0.0,0.0,112.99,0.0,0.0,0.0
2021-11-23,54.24,62.39,56.67,49.89,86.57,54.71,0.0,0.0,0.0,0.0,0.0,86.57,0.0,0.0
2021-11-24,66.63,47.77,67.63,50.14,0.0,72.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,95.46,42.19,75.44,90.84,0.0,80.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-26,49.88,91.33,79.56,78.65,0.0,84.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,70.98,83.97,75.08,78.35,0.0,79.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-28,67.99,44.68,60.53,34.11,0.0,64.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,62.93,34.9,57.78,43.41,0.0,61.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,94.35,39.01,75.12,50.39,0.0,80.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,97.94,71.15,83.3,99.57,0.0,88.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-02,107.74,31.58,75.29,112.5,0.0,80.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-03,143.59,43.76,102.79,86.45,100.0,102.98,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-04,106.66,93.89,105.21,105.12,145.91,102.55,0.0,145.91,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-05,50.62,49.91,51.0,79.83,69.25,49.81,0.0,69.25,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,130.64,62.45,107.01,131.09,227.45,99.14,227.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-07,131.54,66.35,111.46,151.94,0.0,118.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,116.19,39.0,88.62,81.86,0.0,94.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-09,140.23,52.95,113.97,65.87,171.43,110.21,0.0,171.43,0.0,0.0,85.71,0.0,0.0,0.0
2021-12-10,120.0,45.07,92.34,63.07,82.08,93.01,0.0,0.0,0.0,0.0,82.08,0.0,0.0,0.0
2021-12-11,130.64,70.25,113.99,152.94,0.0,121.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,86.53,30.33,65.54,74.28,0.0,69.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-13,104.43,28.83,78.55,92.21,0.0,83.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-14,97.69,35.31,70.81,89.86,0.0,75.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-15,69.78,46.78,68.89,30.81,80.18,68.15,0.0,80.18,0.0,0.0,0.0,0.0,80.18,0.0
2021-12-16,145.47,52.15,111.91,87.58,75.98,114.26,0.0,75.98,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-17,138.14,65.48,110.84,131.95,0.0,118.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-18,107.1,69.18,108.52,122.3,0.0,115.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,66.18,53.39,66.0,66.41,0.0,70.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-20,72.54,46.48,61.81,60.05,0.0,65.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-21,65.97,50.25,68.72,82.74,0.0,73.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,48.03,49.98,54.88,44.18,76.65,53.46,0.0,0.0,0.0,0.0,76.65,0.0,0.0,0.0
2021-12-23,99.91,40.01,82.56,51.69,358.77,64.5,0.0,179.38,0.0,0.0,179.38,0.0,0.0,0.0
2021-12-24,90.85,66.35,81.08,167.14,0.0,86.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-25,19.86,78.31,58.35,27.4,0.0,62.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,54.57,51.11,51.31,60.23,0.0,54.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,70.66,49.76,62.29,55.71,0.0,66.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-28,109.76,96.18,95.55,89.74,0.0,101.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-29,68.02,63.86,59.01,0.0,0.0,62.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,62.78,58.26,71.62,122.3,0.0,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,76.16,75.09,83.12,120.1,208.38,74.93,0.0,208.38,104.19,0.0,0.0,0.0,0.0,0.0
2022-01-01,80.76,74.64,62.29,139.28,145.0,56.88,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,38.66,10.59,29.03,47.41,61.7,26.89,0.0,61.7,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,61.45,51.92,61.9,0.0,126.09,57.71,0.0,0.0,0.0,0.0,126.09,0.0,0.0,0.0
2022-01-04,66.94,66.0,69.31,52.78,0.0,73.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,35.0,82.27,68.02,44.57,77.33,67.42,0.0,0.0,0.0,0.0,0.0,0.0,77.33,0.0
2022-01-06,61.12,49.3,55.51,30.67,239.45,43.49,0.0,0.0,0.0,0.0,0.0,0.0,239.45,0.0
2022-01-07,87.74,89.29,88.15,62.48,162.62,83.28,0.0,81.31,0.0,0.0,0.0,0.0,162.62,0.0
2022-01-08,107.13,89.37,94.43,68.22,355.1,77.39,0.0,0.0,0.0,0.0,0.0,0.0,355.1,0.0
2022-01-09,64.97,43.39,59.12,69.4,240.83,47.24,0.0,0.0,0.0,0.0,0.0,0.0,240.83,0.0
2022-01-10,132.49,59.71,104.56,146.24,108.75,104.28,0.0,0.0,0.0,0.0,0.0,0.0,108.75,0.0
2022-01-11,99.01,66.03,83.85,64.28,0.0,89.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12,94.39,49.12,80.12,130.24,75.33,80.44,0.0,0.0,0.0,0.0,0.0,0.0,75.33,0.0
2022-01-13,57.08,78.16,78.27,140.01,91.1,77.43,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,109.86,79.03,102.94,114.7,85.29,104.1,0.0,85.29,0.0,0.0,0.0,0.0,85.29,0.0
2022-01-15,144.4,98.86,117.86,154.96,0.0,125.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-16,72.42,36.78,56.74,48.45,0.0,60.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,82.97,94.07,87.77,137.37,119.18,85.71,0.0,119.18,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,94.64,124.4,100.11,121.87,362.5,82.95,181.25,181.25,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-19,105.21,92.51,113.63,125.55,163.38,110.38,81.69,81.69,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-20,102.75,77.31,101.7,119.38,155.36,98.19,77.68,77.68,77.68,0.0,0.0,0.0,77.68,0.0
2022-01-21,129.79,90.99,127.12,143.26,0.0,135.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-22,95.01,120.99,120.97,196.63,113.73,121.45,0.0,0.0,0.0,0.0,0.0,0.0,113.73,0.0
2022-01-23,105.14,31.55,77.9,63.07,196.98,70.12,0.0,196.98,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,134.15,140.27,157.66,134.61,116.78,160.34,0.0,116.78,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-25,185.47,117.14,165.2,159.94,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,175.76,53.32,127.12,134.31,414.29,108.35,233.04,414.29,0.0,0.0,155.36,0.0,0.0,0.0
2022-01-27,169.96,103.58,161.63,119.38,88.78,166.39,0.0,88.78,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,158.77,75.37,133.05,210.95,84.47,136.22,0.0,84.47,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-29,253.06,77.71,182.85,320.54,0.0,194.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,116.16,42.94,93.86,80.13,119.18,92.21,59.59,59.59,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,189.78,51.75,130.51,133.71,232.0,123.88,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,140.86,94.43,130.79,139.93,161.86,128.76,0.0,80.93,0.0,0.0,0.0,0.0,80.93,0.0
2022-02-02,185.15,57.37,133.67,131.37,0.0,142.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,245.09,44.44,162.24,124.38,350.7,149.92,80.93,350.7,0.0,0.0,0.0,0.0,80.93,0.0
2022-02-04,168.67,68.03,139.67,84.63,342.62,126.4,0.0,342.62,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,189.28,64.46,141.57,18.99,98.86,144.36,98.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,107.94,31.53,78.71,22.06,0.0,83.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,118.91,102.58,109.18,82.03,249.08,100.04,249.08,0.0,0.0,0.0,142.33,0.0,0.0,0.0
2022-02-08,112.69,16.66,77.81,62.19,188.84,70.55,0.0,188.84,0.0,0.0,0.0,0.0,107.91,0.0
2022-02-09,132.96,46.12,98.39,27.18,306.51,84.78,0.0,306.51,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,85.35,40.71,66.33,60.78,184.55,58.61,0.0,184.55,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,158.63,116.11,149.72,238.77,161.11,148.98,0.0,92.06,0.0,0.0,69.05,0.0,0.0,0.0
2022-02-12,208.74,107.96,176.96,207.74,327.69,167.11,0.0,327.69,131.07,0.0,0.0,0.0,0.0,0.0
2022-02-13,133.52,34.34,95.52,117.48,129.71,93.29,0.0,129.71,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,173.56,38.41,124.89,156.39,237.43,117.53,0.0,237.43,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,185.93,38.88,132.44,186.57,323.72,119.94,0.0,323.72,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-16,185.07,37.91,121.47,132.65,69.05,124.9,0.0,0.0,0.0,0.0,69.05,0.0,0.0,0.0
2022-02-17,201.9,41.36,130.97,115.77,376.63,114.91,0.0,301.3,0.0,0.0,0.0,150.65,0.0,0.0
2022-02-18,224.74,62.15,141.73,181.51,236.2,135.56,0.0,157.47,0.0,0.0,78.73,0.0,78.73,0.0
2022-02-19,227.57,89.74,158.42,154.58,201.16,155.63,100.58,201.16,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,117.23,74.91,94.41,71.89,228.68,85.63,62.37,166.31,0.0,0.0,0.0,0.0,0.0,0.0
