symbol,period_q,assets,cfo,current_liab,liabilities,year,q,pidx,avg_assets,cfo_assets,leverage,log_assets,liab_ratio,HL67,Threat,Acts,Threat_z,Acts_z
AAM,2020Q4,210819262649.0,-7674557538.0,15503668591.0,16717496437.0,2020,4,8084,215912407909.5,-0.03554477305082347,0.07929776542684107,26.074267028229155,0.07354009494290174,0,67.58434782608695,61.38478260869565,-1.4487974010565108,-1.4335603415535976
AAM,2021Q1,204916787706.0,1019440261.0,10604256192.0,11918870440.0,2021,1,8085,207868025177.5,0.004904266830502155,0.05816444115403734,26.045869820050314,0.05174908464412506,0,79.96711111111111,70.47822222222223,-1.1404892343314383,-1.277103209283875
AAM,2021Q2,198964150516.0,4345422081.0,7755991010.0,9077984640.0,2021,2,8086,201940469111.0,0.021518332111090943,0.04562623274824567,26.01639049728147,0.038981851704869265,0,77.50791208791209,80.25483516483517,-1.2017187939218685,-1.1088917415311286
AAM,2021Q3,197037550692.0,3260165652.0,5687252767.0,7009246397.0,2021,3,8087,198000850604.0,0.016465412355830246,0.03557315025680831,26.00666016016986,0.028863801580085873,0,85.44021739130434,119.40065217391304,-1.0042188942871753,-0.43536857209311014
AAM,2021Q4,201087507683.0,36688001705.0,5544333271.0,6761017862.0,2021,4,8088,199062529187.5,0.18430390618840684,0.03362226694190401,26.027006011870085,0.02757174393816767,0,82.0075,66.69597826086957,-1.0896872813860612,-1.3421785898755563
AAM,2022Q1,205756062809.0,10573040943.0,8123380747.0,9340065338.0,2022,1,8089,203421785246.0,0.0519759519867251,0.045393876663893155,26.049957142941867,0.03948063855858674,0,157.0208888888889,240.22233333333332,0.7780089569922162,1.6434282917570273
AAM,2022Q2,217212403656.0,32965940171.0,10680097478.0,11973405300.0,2022,2,8090,211484233232.5,0.15587894977853098,0.055123027499674106,26.104141530447468,0.04916891161940322,0,121.56472527472526,226.53725274725275,-0.10478469345312412,1.4079697024468536
AAM,2022Q3,223349091554.0,4321457594.0,14329547414.0,15455347236.0,2022,3,8091,220280747605.0,0.01961795409260682,0.06919816475843288,26.132001817371144,0.06415762568944897,0,127.40097826086956,178.60108695652173,0.04052733563799561,0.5832042286136634
AAM,2022Q4,218579542224.0,-51831243810.0,7937231960.0,9043271702.0,2022,4,8092,220964316889.0,-0.23456838886813156,0.04137290987979318,26.110415822874877,0.03631278517303296,0,122.10489130434782,169.29152173913045,-0.09133554688650089,0.4230285482886556
AAM,2023Q1,220100472203.0,-4903206651.0,8388393679.0,9494433421.0,2023,1,8093,219340007213.5,-0.022354365322088017,0.04313681531879326,26.117349970878617,0.03811165689487178,0,121.84666666666668,146.85122222222222,-0.09776486825962302,0.03693208106556696
AAM,2023Q2,213013885260.0,8294832316.0,7802926266.0,8886749837.0,2023,2,8094,216557178731.5,0.03830319717216305,0.04171911059296924,26.08462318954521,0.036631068704633604,0,118.70505494505494,131.87516483516484,-0.17598525640380488,-0.2207384034890774
AAM,2023Q3,218109817654.0,-3166588709.0,13938990351.0,15022813922.0,2023,3,8095,215561851457.0,-0.014689930929785445,0.06887729348264159,26.10826452360213,0.06390812894590657,0,114.28793478260869,123.60293478260868,-0.28596347274709677,-0.3630662185408366
AAM,2023Q4,212857479705.0,-24327664903.0,9148179607.0,10221677387.0,2023,4,8096,215483648679.5,-0.11289796256969732,0.048021227166488406,26.083888669336062,0.04297795698642348,0,178.45260869565217,264.0373913043478,1.3116195971455236,2.053178159061321
AAM,2024Q1,210834787059.0,-477521426.0,9197497388.0,10270995168.0,2024,1,8097,211846133382.0,-0.002254095547445917,0.048715846712363294,26.074340663997706,0.04362419274493906,0,152.9297802197802,187.75604395604395,0.6761478307950123,0.7407197979772323
AAM,2024Q2,213981873919.0,10028216424.0,13831177568.0,15033959399.0,2024,2,8098,212408330489.0,0.04721197328237242,0.07025809767742713,26.08915714706782,0.06463714572962198,0,156.58549450549452,180.94131868131868,0.7671684328655007,0.6234690744882334
AAM,2024Q3,211496844631.0,13041458716.0,12619128893.0,13821910724.0,2024,3,8099,212739359275.0,0.06130251947944342,0.0653527987526962,26.07747591631909,0.059665802177884406,0,131.34565217391304,182.04402173913041,0.13874250413188957,0.6424416267349812
AAM,2024Q4,202353239327.0,11451562456.0,4931214445.0,6013144141.0,2024,4,8100,206925041979.0,0.05534159783890329,0.029716075517243604,26.033280716674867,0.024369337804527193,0,148.305,181.28608695652173,0.5609992586833852,0.6294009834169088
AAM,2025Q1,206033969042.0,19117995814.0,7403433044.0,8485362740.0,2025,1,8101,204193604184.5,0.09362681015574735,0.04118429004428032,26.051306890403904,0.03593307005841746,0,204.67611111111108,158.13688888888888,1.9645368635684903,0.23110756553154763
AAM,2025Q2,207756025134.0,21663618624.0,7952328748.0,9079159845.0,2025,2,8102,206894997088.0,0.10470827680181011,0.04370106637891275,26.0596302721098,0.03827724728017322,0,208.58879120879124,175.05054945054945,2.061955444553267,0.5221154723443423
AAM,2025Q3,203841198990.0,33199391183.0,3638214051.0,4765045148.0,2025,3,8103,205798612062.0,0.1613198011899039,0.02337626138194842,26.040607091328216,0.01784827634956407,0,154.99913043478261,157.58869565217393,0.7276708678114048,0.22167562938952975
AAM,2025Q4,201059637425.0,-12510394800.0,1863199302.0,2965127522.0,2025,4,8104,202450418207.5,-0.061794857776868446,0.014747502581695755,26.02686740460464,0.009266898746373287,0,154.22652173913045,160.03815217391303,0.7084343238292993,0.26381974199138886
ACC,2020Q1,556303380653.0,-124653238784.0,253136293533.0,299783954265.0,2020,1,8081,527925989280.0,-0.2361187767133903,0.5388857315824822,27.04457963104137,0.4550328154322262,0,111.37593406593406,96.85527472527473,-0.35846696665995,-0.8232729571736912
ACC,2020Q2,617914290267.0,-74042112955.0,298003579214.0,344368823774.0,2020,2,8082,587108835460.0,-0.12611309604459958,0.5573083989127338,27.149615595897558,0.48227332480890356,0,62.00758241758241,46.14659340659341,-1.5876486638785376,-1.6957409338124345
ACC,2020Q3,655967361728.0,13403039892.0,328790790483.0,374862635083.0,2020,3,8083,636940825997.5,0.021042833721656596,0.5714653761057682,27.209376871189342,0.5012304112461843,0,79.62728260869565,67.83565217391305,-1.1489503427423007,-1.3225699357539455
ACC,2020Q4,1049885213304.0,-81348965784.0,496310099890.0,543318051366.0,2020,4,8084,852926287516.0,-0.09537631443030647,0.5175023369042148,27.679701953459183,0.4727279645439589,0,67.58434782608695,61.38478260869565,-1.4487974010565108,-1.4335603415535976
ACC,2021Q1,853471675820.0,-127165212947.0,371993145062.0,382903326638.0,2021,1,8085,951678444562.0,-0.13362203764689284,0.44864210200076465,27.472578192713428,0.4358588053957336,0,79.96711111111111,70.47822222222223,-1.1404892343314383,-1.277103209283875
ACC,2021Q2,922554423975.0,-51866410934.0,450416220019.0,459927830077.0,2021,2,8086,888013049897.5,-0.05840726207794665,0.4985373416728241,27.55041220729975,0.48822726151840085,0,77.50791208791209,80.25483516483517,-1.2017187939218685,-1.1088917415311286
ACC,2021Q3,1123026382119.0,-228776608522.0,400599844352.0,660046149573.0,2021,3,8087,1022790403047.0,-0.22367887676737136,0.587738774513544,27.747048283945862,0.3567145444937116,0,85.44021739130434,119.40065217391304,-1.0042188942871753,-0.43536857209311014
ACC,2021Q4,1172730226170.0,34178368601.0,446347202449.0,699153480196.0,2021,4,8088,1147878304144.5,0.029775254465213306,0.5961758847807255,27.79035567293417,0.380605183092038,0,82.0075,66.69597826086957,-1.0896872813860612,-1.3421785898755563
ACC,2022Q1,2040888776706.0,56805397388.0,553928704149.0,809711707925.0,2022,1,8089,1606809501438.0,0.03535291354523514,0.39674465221562777,28.34440650376182,0.2714154296262251,0,157.0208888888889,240.22233333333332,0.7780089569922162,1.6434282917570273
ACC,2022Q2,2026523009396.0,-146924504342.0,599919314798.0,854308780277.0,2022,2,8090,2033705893051.0,-0.07224471583822839,0.42156381956483413,28.337342637204447,0.2960338037201978,0,121.56472527472526,226.53725274725275,-0.10478469345312412,1.4079697024468536
ACC,2022Q3,2014793106329.0,-20234870871.0,571190113432.0,824771576275.0,2022,3,8091,2020658057862.5,-0.010014000534264034,0.4093579502948335,28.331537629295774,0.2834981475952743,0,127.40097826086956,178.60108695652173,0.04052733563799561,0.5832042286136634
ACC,2022Q4,2099570060442.0,-328625948964.0,626326690175.0,883257226936.0,2022,4,8092,2057181583385.5,-0.15974571793666403,0.4206848076077334,28.372753706574382,0.2983118791678455,0,122.10489130434782,169.29152173913045,-0.09133554688650089,0.4230285482886556
ACC,2023Q1,2394369732568.0,-329467307427.0,945478532654.0,1169142613985.0,2023,1,8093,2246969896505.0,-0.1466273793607394,0.48828825309743445,28.50414115247951,0.39487574529267,0,121.84666666666668,146.85122222222222,-0.09776486825962302,0.03693208106556696
