symbol,pre_quarters,liab_raw,liab_clip,liab_exp_rederived,HighLiab_rederived
SFN,8,0.10920229875583085,0.10920229875583085,-1.2630152903293623,0
SGC,8,0.31004390579692975,0.31004390579692975,-0.3050433642310843,0
SGD,8,0.4494593796937695,0.4494593796937695,0.35993891720191423,0
SGH,8,0.055562265524593174,0.055562265524593174,-1.5188668875533835,0
SGN,8,0.26227936184616396,0.26227936184616396,-0.5328701220520249,0
SGR,8,0.5397074894004004,0.5397074894004004,0.7904032853977844,1
SGT,8,0.3289500519909655,0.3289500519909655,-0.2148650513235909,0
SHA,8,0.5169979105894524,0.5169979105894524,0.6820834044980434,1
SHE,7,0.253775163816818,0.253775163816818,-0.5734333454105527,0
SHI,8,0.6142765927816993,0.6142765927816993,1.1460821143318038,1
SHN,8,0.5431186540436451,0.5431186540436451,0.8066738182404082,1
SHP,8,0.14098066263815773,0.14098066263815773,-1.1114392254636045,0
SHS,8,0.43309711484277835,0.43309711484277835,0.2818943794910276,0
SJ1,8,0.564056162644594,0.564056162644594,0.9065412995738245,1
SJD,8,0.18469317452767764,0.18469317452767764,-0.9029398023294918,0
SJE,8,0.36639830289337627,0.36639830289337627,-0.036244826288979806,0
SJS,8,0.4804059023352054,0.4804059023352054,0.5075472755377136,1
SKG,8,0.021109369307124544,0.023382459780263654,-1.672357745073038,0
SLS,8,0.4086043508796903,0.4086043508796903,0.165069083105162,0
SMA,8,0.11719704603264364,0.11719704603264364,-1.2248820391556148,0
SMB,8,0.3682549069973835,0.3682549069973835,-0.02738921795303466,0
SMC,8,0.7257604991400933,0.7257604991400933,1.6778367346842302,1
SMN,8,0.5663749599138677,0.5663749599138677,0.917601471412735,1
SMT,8,0.6451765895455268,0.6451765895455268,1.2934685540858781,1
SPM,8,0.21471343907555002,0.21471343907555002,-0.7597494989128288,0
SRA,8,0.05237965301531844,0.05237965301531844,-1.534047275125718,0
SRC,8,0.2501464977418378,0.2501464977418378,-0.5907413140144132,0
SRF,8,0.6948164235193598,0.6948164235193598,1.5302400481188871,1
SSI,8,0.5693848670851442,0.5693848670851442,0.9319580911028712,1
SSM,8,0.6169143129592981,0.6169143129592981,1.1586634808935916,1
ST8,8,0.25739472325465707,0.25739472325465707,-0.5561688135370133,0
STC,8,0.375876026250845,0.375876026250845,0.008961906686040627,0
STG,8,0.19394360322668927,0.19394360322668927,-0.8588172167329049,0
STK,8,0.4162199785859628,0.4162199785859628,0.2013940142272893,0
STP,8,0.1520867490884018,0.1520867490884018,-1.0584655454333647,0
SVC,8,0.5222796843689266,0.5222796843689266,0.7072763467139599,1
SVN,8,0.04508546289397036,0.04508546289397036,-1.5688390170502133,0
SVT,8,0.008516429964979089,0.023382459780263654,-1.672357745073038,0
SZB,8,0.1444915359110076,0.1444915359110076,-1.0946931035766654,0
SZC,8,0.09767620471922439,0.09767620471922439,-1.3179923175863602,0
SZL,8,0.07333000064202069,0.07333000064202069,-1.4341185543588426,0
TA9,8,0.8916967981257725,0.8579809037929264,2.30850005978324,1
TBC,8,0.058074223417307336,0.058074223417307336,-1.5068853804532698,0
TCH,8,0.10276449810129326,0.10276449810129326,-1.2937222358857285,0
TCL,8,0.23001266928780909,0.23001266928780909,-0.6867754112714188,0
TCM,8,0.5127853312848463,0.5127853312848463,0.6619902934652806,1
TCO,8,0.0693424405509333,0.0693424405509333,-1.4531383714035746,0
TCR,8,0.5759647474093196,0.5759647474093196,0.9633427265900615,1
TCT,8,0.0686148246842796,0.0686148246842796,-1.4566089449739965,0
TDC,8,0.5741088608154675,0.5741088608154675,0.9544905406255835,1
TDG,8,0.4102424348494915,0.4102424348494915,0.17288239668485292,0
TDH,8,0.36389704899775766,0.36389704899775766,-0.0481752775901201,0
TDM,8,0.11834584976270504,0.11834584976270504,-1.2194024886869181,0
TDT,8,0.51481010295952,0.51481010295952,0.6716480254943791,1
TDW,8,0.37751101489884453,0.37751101489884453,0.016760456236345873,0
TEG,8,0.1403110323006724,0.1403110323006724,-1.114633220341585,0
TET,8,0.06756696797691143,0.06756696797691143,-1.4616069995256467,0
TFC,8,0.46316802659171175,0.46316802659171175,0.42532625932936285,0
THB,8,0.5319476532763228,0.5319476532763228,0.7533905106669567,1
THG,8,0.5357996506566984,0.5357996506566984,0.7717637222946095,1
THS,8,0.5066450292769117,0.5066450292769117,0.6327023534411674,1
THT,8,0.6260795445665607,0.6260795445665607,1.2023796944078036,1
TIG,8,0.1297986582550147,0.1297986582550147,-1.164775017953887,0
TIP,8,0.16401137472101737,0.16401137472101737,-1.0015876068748468,0
TIX,8,0.08990186371022171,0.08990186371022171,-1.3550742775460565,0
TJC,8,0.15951714719762072,0.15951714719762072,-1.023024120256415,0
TKU,8,0.4557227479192745,0.4557227479192745,0.3898138570176564,0
TLD,8,0.31729929670749957,0.31729929670749957,-0.2704366863240896,0
TLG,8,0.24608532420961143,0.24608532420961143,-0.6101122515815982,0
TLH,8,0.49213308427358204,0.49213308427358204,0.5634834494945008,1
TMB,8,0.831669774643522,0.831669774643522,2.183001546599577,1
TMC,8,0.3968385847417176,0.3968385847417176,0.1089488706886724,0
TMP,8,0.07847353505582833,0.07847353505582833,-1.4095849846372075,0
TMS,8,0.23573425686026434,0.23573425686026434,-0.659484650418249,0
TMT,8,0.7463080190026263,0.7463080190026263,1.7758440523374164,1
TMX,8,0.4072248647235763,0.4072248647235763,0.15848922632415116,0
TN1,6,0.29627501220102104,0.29627501220102104,-0.3707180703472117,0
TNC,8,0.053313841035537726,0.053313841035537726,-1.529591396136041,0
TNG,8,0.5826087722936867,0.5826087722936867,0.9950333180431542,1
TNI,8,0.37137579967750367,0.37137579967750367,-0.012503220893127961,0
TNT,8,0.23331362734901898,0.23331362734901898,-0.6710305404826694,0
TPC,8,0.4925527112315027,0.4925527112315027,0.5654849812042114,1
TPP,8,0.5565989403029517,0.5565989403029517,0.8709719284897522,1
TRA,8,0.1912108532518627,0.1912108532518627,-0.8718518552995735,0
TRC,8,0.04731744317934565,0.04731744317934565,-1.5581929438361268,0
TSB,8,0.4461733406417151,0.4461733406417151,0.3442652069268987,0
TSC,8,0.07733588805401717,0.07733588805401717,-1.415011319875214,0
TTC,8,0.4809521173593834,0.4809521173593834,0.5101526055113409,1
TTE,7,0.08427786779850004,0.08427786779850004,-1.381899546848041,0
TTF,8,0.7515431275437913,0.7515431275437913,1.8008144112505824,1
TTH,8,0.19100669365778278,0.19100669365778278,-0.872825653321077,0
TTL,8,0.533324397023991,0.533324397023991,0.7599572867405402,1
TTT,8,0.06427617930044442,0.06427617930044442,-1.4773033645031106,0
TV2,8,0.5012536222042869,0.5012536222042869,0.6069864836379283,1
TV3,8,0.6019967877213233,0.6019967877213233,1.0875100451320558,1
TV4,8,0.33144084360371673,0.33144084360371673,-0.20298450289575218,0
TVC,8,0.5360236397627296,0.5360236397627296,0.7728321028881078,1
TVD,8,0.30781961071245856,0.30781961071245856,-0.3156527806646312,0
TVS,8,0.6286605131906007,0.6286605131906007,1.214690368079444,1
TVT,8,0.53111734702464,0.53111734702464,0.7494301257104012,1
TXM,8,0.25962674217641923,0.25962674217641923,-0.5455225560355447,0
TYA,8,0.4997163344628155,0.4997163344628155,0.5996539467181091,1
UIC,8,0.3780719824345201,0.3780719824345201,0.01943615256514379,0
UNI,8,0.06147704546105446,0.06147704546105446,-1.490654640043236,0
V12,8,0.864651914785724,0.8579809037929264,2.30850005978324,1
V21,8,0.6885009601879779,0.6885009601879779,1.500116625682176,1
VBC,8,0.6929866171453696,0.6929866171453696,1.5215122592791992,1
VC1,8,0.7287870849824105,0.7287870849824105,1.6922729081025851,1
VC2,8,0.859335506686133,0.8579809037929264,2.30850005978324,1
VC3,8,0.3473356797756895,0.3473356797756895,-0.12716950097951357,0
VC6,8,0.8459960293801785,0.8459960293801785,2.2513347473045533,1
VC7,8,0.465467877431482,0.465467877431482,0.43629606071251253,0
VC9,8,0.8174555555747405,0.8174555555747405,2.1152027323005207,1
VCC,8,0.7915504968481404,0.7915504968481404,1.9916410890254206,1
VCF,8,0.36782391192325903,0.36782391192325903,-0.029444973169200615,0
VCI,8,0.4268192961809374,0.4268192961809374,0.25195051415465414,0
VCM,8,0.49184015497544975,0.49184015497544975,0.562086238786637,1
VCS,8,0.3394466298391723,0.3394466298391723,-0.16479859822739806,0
VDL,8,0.16033663421935895,0.16033663421935895,-1.0191153407351157,0
VDP,8,0.3503141470996778,0.3503141470996778,-0.11296284270178955,0
VDS,8,0.49013435919547765,0.49013435919547765,0.5539499542142088,1
VE1,8,0.09608535630769671,0.09608535630769671,-1.3255803275578681,0
VE3,8,0.5569736126760945,0.5569736126760945,0.8727590363517302,1
VE4,8,0.4518656228782957,0.4518656228782957,0.3714161875349967,0
VGC,8,0.27140274190110913,0.27140274190110913,-0.4893535315779507,0
VGP,8,0.9572110218057895,0.8579809037929264,2.30850005978324,1
VGS,8,0.6001602323042678,0.6001602323042678,1.0787500647864356,1
VHC,8,0.3280426894359668,0.3280426894359668,-0.2191929785259642,0
VHE,6,0.3518857033644568,0.3518857033644568,-0.10546685218407735,0
VHL,8,0.3453127083700813,0.3453127083700813,-0.1368186461064775,0
VHM,8,0.4618411508233329,0.4618411508233329,0.41899734295464514,0
VIC,8,0.4164826939939832,0.4164826939939832,0.20264711107880704,0
VID,8,0.40182589941838687,0.40182589941838687,0.13273730535245878,0
VIG,8,0.06415759014388442,0.06415759014388442,-1.477869009661989,0
VIP,8,0.10102649358827234,0.10102649358827234,-1.3020121492927916,0
VIT,8,0.5855919470041978,0.5855919470041978,1.0092624295575388,1
VJC,8,0.4028686313628813,0.4028686313628813,0.13771091587065754,0
VLA,8,0.024502041655093364,0.024502041655093364,-1.6670175766644282,0
VMC,8,0.7028587893049514,0.7028587893049514,1.5686004294936164,1
VMD,8,0.9605649887640062,0.8579809037929264,2.30850005978324,1
VMS,8,0.20609102770236826,0.20609102770236826,-0.8008765748831398,0
VNC,8,0.32501074687890846,0.32501074687890846,-0.23365470233904925,0
VNF,8,0.5330506915825088,0.5330506915825088,0.7586517697571662,1
VNG,8,0.2126271027399358,0.2126271027399358,-0.7697008813348396,0
VNL,8,0.23630556417064047,0.23630556417064047,-0.6567596355541574,0
VNM,8,0.25704338055914083,0.25704338055914083,-0.5578446437780816,0
VNR,8,0.5725766040083493,0.5725766040083493,0.9471820001970463,1
VNS,8,0.18865534829813302,0.18865534829813302,-0.8840410726571959,0
VNT,8,0.6125925935413203,0.6125925935413203,1.1380497946365935,1
VOS,8,0.34091121237989674,0.34091121237989674,-0.15781284971573328,0
VPD,8,0.21804028581537516,0.21804028581537516,-0.7438811446104661,0
VPG,8,0.8098870920877372,0.8098870920877372,2.079102764514636,1
VPH,8,0.43807943216062484,0.43807943216062484,0.30565897781170076,0
VPI,8,0.3338925673865737,0.3338925673865737,-0.19129029974170242,0
VPS,8,0.37499475747718136,0.37499475747718136,0.004758441293812157,0
VRC,8,0.20106512828378847,0.20106512828378847,-0.8248490505933539,0
VRE,8,0.1477178009262237,0.1477178009262237,-1.07930450279686,0
VSA,8,0.4725987920926108,0.4725987920926108,0.47030901327450886,1
VSC,8,0.11695770557929207,0.11695770557929207,-1.2260236424243214,0
VSH,8,0.06333477044882871,0.06333477044882871,-1.4817936853291322,0
VSI,8,0.38657352090147057,0.38657352090147057,0.05998669037435652,0
VSM,8,0.32481115056854315,0.32481115056854315,-0.23460673446376554,0
VTB,8,0.5092403301227997,0.5092403301227997,0.64508138877537,1
VTC,8,0.8055054477482226,0.8055054477482226,2.0582032490743742,1
VTH,8,0.29861484932847177,0.29861484932847177,-0.35955754284116787,0
VTJ,8,0.04146341162802694,0.04146341162802694,-1.5861154344160258,0
VTO,8,0.17893826482395145,0.17893826482395145,-0.9303895026909916,0
VTV,8,0.6649619527792119,0.6649619527792119,1.3878405460489216,1
WCS,8,0.09691683671309226,0.09691683671309226,-1.3216143421367958,0
WSS,8,0.09472108758912243,0.09472108758912243,-1.3320876003849613,0
X20,8,0.6347599425235039,0.6347599425235039,1.2437833541007415,1
YBM,8,0.5063244810816058,0.5063244810816058,0.6311734064436376,1
YEG,8,0.29865388584692604,0.29865388584692604,-0.3593713469163157,0
